Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Garrett Mitchell","MIL",60,222,5,30,34,6,0.126126126,0.346846846,0.173684211,0.394495412,0.252631578,0.352941176,0.426315789,0.3443972939794714,0.341313344782049,119.65007386661719,-0.18337417393922806,4.957607821568268,-0.720898449420929,1.1603016170429632,"Garrett Mitchell",27555,669003
"Kody Clemens","MIN",62,238,11,31,28,6,0.06722689,0.214285714,0.241860465,0.281045751,0.25116279,0.31779661,0.493023255,0.3501374546517717,0.33745874910273105,121.17805619408892,-0.5626589525490999,5.400411207341234,-2.6430278420448303,1.1439300212122796,"Kody Clemens",20572,665019
"J.P. Crawford","SEA",56,237,10,31,23,1,0.151898734,0.185654008,0.17948718,0.246478873,0.23076923,0.362869198,0.41025641,0.3486967853855986,0.36079807604773567,127.4570619967457,-1.6582194352522492,6.040336616228132,-3.3890936374664307,1.1294865235311093,"J.P. Crawford",15491,641487
"Teoscar Hernández","LAD",51,204,7,30,31,2,0.093137254,0.269607843,0.160220995,0.3553719,0.276243093,0.348039215,0.436464088,0.3444308118867169,0.3391835807573677,119.42623664344929,0.3928120946511626,5.063144192458133,-0.5907759666442871,1.1252530125608378,"Teoscar Hernandez",13066,606192
"José Caballero","NYY",60,216,7,27,23,15,0.055555555,0.199074074,0.156565657,0.3,0.262626262,0.314814814,0.419191919,0.32274088649838056,0.287873965043288,104.44512671557658,1.162063899450004,2.297976095990066,0.9183559417724609,1.110942809875974,"Jose Caballero",23401,676609
"Cam Smith","HOU",74,280,7,29,26,8,0.092857142,0.271428571,0.137651822,0.28313253,0.218623481,0.301075268,0.356275303,0.2953255881545364,0.33305111891931766,85.27102286986319,2.206380666233599,-2.6726942317755746,3.6068708896636963,1.1103836104090536,"Cam Smith",35108,701358
"Nolan Arenado","ARI",68,261,8,30,31,3,0.084291187,0.210727969,0.156521739,0.276470588,0.239130434,0.318007662,0.395652173,0.3156872524664952,0.3012976922583856,98.32373025590373,-1.1097499299794436,-1.6253504358592994,4.063713312149048,1.1049918674657118,"Nolan Arenado",9777,571448
"Nico Hoerner","CHC",72,326,4,26,34,12,0.095092024,0.070552147,0.094076655,0.238636363,0.233449477,0.312883435,0.327526132,0.290820461109372,0.3304107949460623,84.15659341712771,1.2337343571707606,-4.853150531454608,5.1431602239608765,1.099328365983567,"Nico Hoerner",21479,663538
"Dansby Swanson","CHC",70,268,7,39,28,6,0.126865671,0.246268656,0.131004366,0.207547169,0.174672489,0.280898876,0.305676855,0.26891577667957833,0.2790618087306167,69.21881785371288,2.813324000686407,-6.908528104572952,9.063897132873535,1.0991195163395782,"Dansby Swanson",18314,621020
"Zach Neto","LAA",71,326,14,50,33,11,0.110429447,0.319018404,0.212765957,0.296969696,0.223404255,0.325153374,0.436170212,0.33518195977577797,0.31555437158655236,110.60019299645639,-1.425643120892346,2.6626143432375633,-3.507824420928955,1.095805808945134,"Zach Neto",31347,687263
"TJ Rumfield","COL",71,285,10,32,36,0,0.094736842,0.143859649,0.19123506,0.292079207,0.274900398,0.354385964,0.466135458,0.35986860655901726,0.32368016327227805,115.71977589094662,-1.912218769080937,3.3676135660300552,-1.8691976070404053,1.087948088542313,"TJ Rumfield",29805,681198
"Will Smith","LAD",52,201,6,23,23,0,0.11442786,0.169154228,0.132947977,0.272058823,0.248554913,0.338308457,0.38150289,0.322795646700693,0.38563461683282807,104.67225820280777,-1.7002818947657943,-0.5935260764850838,4.714956432580948,1.079640727293614,"Will Smith",19197,669257
"Konnor Griffin","PIT",51,208,4,30,22,14,0.067307692,0.269230769,0.132275133,0.358778625,0.269841269,0.326923076,0.402116402,0.3222897026974421,0.30296563411104505,101.92236984891545,4.419109602458775,4.890335556498043,-1.0038453340530396,1.07866603599163,"Konnor Griffin",35376,804606
"Jac Caglianone","KCR",68,253,8,29,20,3,0.086956521,0.300395256,0.167400882,0.37062937,0.268722466,0.343873517,0.436123348,0.34540618785285193,0.35441562107631136,115.71509051484949,0.0784908402711153,4.782241299628547,-3.2259449772536755,1.0758988038767083,"Jac Caglianone",35041,695506
"Andrés Giménez","TOR",69,247,7,18,31,7,0.032388663,0.198380566,0.144104804,0.257142857,0.227074235,0.272357723,0.371179039,0.283795235360541,0.2631716358418367,77.46649900675733,0.3860873216763139,-6.198559587994186,7.8382487297058105,1.0626445616921187,"Andres Gimenez",19950,665926
"Trevor Larnach","MIN",60,212,4,31,18,2,0.12735849,0.198113207,0.131868132,0.323529411,0.263736263,0.367924528,0.395604395,0.34327226255742294,0.32701906321738006,116.5144305877692,0.7333624344319105,4.87532653714739,-2.192263539880514,1.042089294185808,"Trevor Larnach",21501,663616
"Cole Young","SEA",74,299,5,31,32,2,0.066889632,0.187290969,0.100371747,0.303317535,0.256505576,0.318791946,0.356877323,0.3032117189976993,0.3284295613333683,96.55838976783943,-1.5213435152545571,-2.738761570369106,2.2597891092300415,1.0352413695863494,"Cole Young",31680,702284
"Kyle Karros","COL",70,238,3,32,19,2,0.12605042,0.210084033,0.112195121,0.305194805,0.243902439,0.340336134,0.35609756,0.31570905622314005,0.33507186954031515,85.60542048843567,1.454257489182055,-2.5831711674704785,4.953649938106537,1.0225984831500778,"Kyle Karros",33252,691720
"Daulton Varsho","TOR",64,236,5,27,17,5,0.093220338,0.190677966,0.151658768,0.302469135,0.25592417,0.330508474,0.407582938,0.32414673740028316,0.30395413260174614,104.87786573616218,0.2641594186425209,1.6260703660941984,-0.11185860633850098,1.0099740903305392,"Daulton Varsho",19918,662139
"Jacob Wilson","ATH",43,186,3,20,21,2,0.037634408,0.118279569,0.101694915,0.307189542,0.282485875,0.308108108,0.38418079,0.3051633731738941,0.26992752241051715,88.57398254572021,0.007105615921318531,-2.5071804766824077,5.757621884346008,1.0056508439568868,"Jacob Wilson",33266,805779
"Nick Gonzales","PIT",68,275,2,38,32,4,0.058181818,0.174545454,0.066929134,0.351219512,0.291338582,0.341818181,0.358267716,0.31536460876464845,0.32633184259588066,97.19984123841712,0.39453373942524195,-0.5129613222290401,1.46493399143219,0.999439257484068,"Nick Gonzales",27490,693304
"Brandon Nimmo","TEX",71,304,7,28,25,2,0.078947368,0.207236842,0.150735294,0.308823529,0.257352941,0.328947368,0.408088235,0.3255252519456467,0.3715686357454105,106.6125655962513,-0.6125757452100515,1.7656355783944968,-2.8751166462898254,0.9891076694387904,"Brandon Nimmo",12927,607043
"Oswald Peraza","LAA",67,224,7,20,21,9,0.040178571,0.263392857,0.163461539,0.330985915,0.259615384,0.30941704,0.423076923,0.3224491148251589,0.3075156923872313,101.95058480823293,1.5950810639187694,2.1119967622839773,-0.39077579975128174,0.9875652127577641,"Oswald Peraza",22823,672724
"Carson Benge","NYM",70,278,7,37,26,10,0.068345323,0.21942446,0.125490196,0.304812834,0.250980392,0.31294964,0.376470588,0.3082044244670182,0.34451098390434626,97.52796406156865,1.868320083245635,1.0584254943791036,-0.3219876289367676,0.987316350111578,"Carson Benge",35177,701807
"Bryce Harper","PHI",73,303,15,47,40,5,0.151815181,0.184818481,0.234126984,0.258064516,0.25,0.359735973,0.484126984,0.36487766357751383,0.4046683834240682,131.23939936360864,-0.18442545179277658,10.970693991318035,-11.147412776947021,0.9762845535774227,"Bryce Harper",11579,547180
"Angel Martínez","CLE",66,243,11,28,33,9,0.028806584,0.218106995,0.203539823,0.26380368,0.238938053,0.276150627,0.442477876,0.3115988872540047,0.30564534163274687,96.93228451526768,1.1979545904323459,0.3160365676653547,0.21714329719543457,0.9353660997965989,"Angel Martinez",26540,682657
"Gleyber Torres","DET",43,190,4,26,18,0,0.152631578,0.17368421,0.114649681,0.327868852,0.280254777,0.394736842,0.394904458,0.3562040701114311,0.3427409015635334,125.80416066135143,-2.7294411063194275,3.070855520957772,-0.6902928948402405,0.9314947960787477,"Gleyber Torres",16997,650402
"Ronald Acuña Jr.","ATL",53,236,7,31,22,15,0.148305084,0.220338983,0.169230769,0.304347826,0.251282051,0.372881355,0.42051282,0.35239388443465924,0.3785678504878639,123.87153125850958,0.3975549526512623,7.036838278895346,-5.548391580581665,0.9261383019641398,"Ronald Acuna Jr.",18401,660670
"Evan Carter","TEX",66,229,6,26,21,10,0.126637554,0.23580786,0.14507772,0.208955223,0.176165803,0.292035398,0.321243523,0.28127027797487986,0.2940588757000138,76.5495131746045,2.6206811256706715,-3.7325435072941504,4.66507625579834,0.9253097638920313,"Evan Carter",27790,694497
"Xander Bogaerts","SDP",68,269,8,29,27,9,0.096654275,0.185873605,0.117154811,0.245901639,0.221757322,0.301115241,0.338912133,0.2895213954953899,0.3160478962001516,85.22700021050741,0.36119153071194887,-4.322085978620011,4.708851456642151,0.9221440172257522,"Xander Bogaerts",12161,593428
"Bryson Stott","PHI",67,252,6,22,35,12,0.071428571,0.17063492,0.160869565,0.258241758,0.230434782,0.288,0.391304347,0.29878957200050354,0.313631591796875,86.17099938022274,3.475781248882413,-0.6311767181175831,1.3697785139083862,0.9022177853253057,"Bryson Stott",26294,681082
"Masyn Winn","STL",64,271,2,27,26,6,0.088560885,0.202952029,0.080508475,0.288043478,0.233050847,0.313653136,0.313559322,0.2859270053596074,0.30298994553576614,81.1770625515518,1.1581488326191902,-4.853389366207753,4.804452180862427,0.8842999815006106,"Masyn Winn",27479,691026
"Samuel Basallo","BAL",61,219,10,27,30,0,0.08675799,0.255707762,0.207070707,0.305970149,0.257575757,0.319634703,0.464646464,0.33912235498428345,0.3446991388698877,115.88807091686122,-0.544131918810308,3.5723114992584,-2.7598084211349487,0.8768201398519965,"Samuel Basallo",28824,694212
"Spencer Steer","CIN",70,275,11,42,28,3,0.105454545,0.21090909,0.186721992,0.281609195,0.248962655,0.334545454,0.435684647,0.33984149174256756,0.36515529890705767,110.87987207004105,1.1700930194929242,4.696118154371834,-4.998909115791321,0.871553088701354,"Spencer Steer",26323,668715
"Trent Grisham","NYY",66,264,8,40,35,6,0.143939393,0.159090909,0.174107143,0.25,0.232142857,0.34090909,0.40625,0.3332061496647922,0.36099811686512123,111.55433336398602,-1.338921750895679,2.2698190202191357,-3.136877179145813,0.8687909919758395,"Trent Grisham",18564,663757
"Sam Antonacci","CHW",53,212,2,32,17,9,0.070754716,0.155660377,0.10055866,0.331034482,0.279329608,0.38095238,0.379888268,0.3472557768935249,0.36905864568857044,119.71904915193848,-0.1530824787914753,4.792628079797286,-3.8112741708755493,0.8686502094211376,"Sam Antonacci",35101,803011
"Daniel Schneemann","CLE",57,199,5,21,22,4,0.095477386,0.281407035,0.133333334,0.302521008,0.227777777,0.301507537,0.361111111,0.29725472112396856,0.3046555759930851,87.18808223425538,-1.0373749304562807,-4.053671808800615,5.097518801689148,0.8278865593619846,"Daniel Schneemann",25180,682177
"Bo Bichette","NYM",73,319,8,36,41,1,0.059561128,0.175548589,0.125423728,0.276595744,0.247457627,0.29153605,0.372881355,0.2929196453019743,0.33042763764003535,87.10459542388882,-0.6347557073459029,-5.482666016016437,3.1226841807365417,0.8062693059262966,"Bo Bichette",19612,666182
"Vladimir Guerrero Jr.","TOR",69,292,3,39,27,5,0.116438356,0.106164383,0.084,0.3,0.276,0.366438356,0.36,0.3237201033568964,0.3505557389209495,104.5880469777178,-0.27098261658102274,1.3139747082819784,-3.8492841720581055,0.8002791255316525,"Vladimir Guerrero Jr.",19611,665489
"Jake Burger","TEX",71,287,12,32,42,1,0.073170731,0.264808362,0.186311788,0.299435028,0.247148288,0.303135888,0.433460076,0.32192550532078495,0.30492344906455593,104.16720495590046,0.06644829921424389,1.4813739616305281,-4.028927206993103,0.7809031644051597,"Jake Burger",22275,669394
"Chase DeLauter","CLE",66,270,7,24,34,2,0.103703703,0.133333333,0.145833333,0.281407035,0.2625,0.337037037,0.408333333,0.3306936449474759,0.3435137469069402,109.90363327024968,0.5924752121791244,3.755955845452071,-5.81007707118988,0.7695585824083939,"Chase DeLauter",32127,800050
"Curtis Mead","WSN",58,207,11,32,34,3,0.125603864,0.169082125,0.241573033,0.234848484,0.235955056,0.342995169,0.477528089,0.3599896704517125,0.3727282922244766,129.54494380011113,-1.578265992924571,5.629197227185752,-4.8132240772247314,0.7624358176147281,"Curtis Mead",23986,678554
"Austin Martin","MIN",67,236,2,28,17,8,0.122881355,0.182203389,0.084577114,0.29299363,0.23880597,0.347457627,0.323383084,0.31072128551491235,0.30950287641105007,94.40207481390225,-1.1164331389591098,-2.6793862841107288,1.6235671043395996,0.7480351860717092,"Austin Martin",27462,668885
"Willi Castro","COL",62,243,5,32,31,5,0.094650205,0.24691358,0.125,0.368421052,0.282407407,0.358024691,0.407407407,0.34218274197951265,0.30287495132320186,103.65900064534416,-1.7191183362156153,-0.6712718030229707,0.12406200170516968,0.7416336521190311,"Willi Castro",17338,650489
"Troy Johnston","COL",69,261,3,30,34,4,0.076628352,0.17624521,0.128205129,0.37433155,0.311965811,0.373076923,0.44017094,0.3597456143452571,0.3313048015269198,115.63590204692547,-1.256179821677506,3.553236463306529,-4.9239126443862915,0.716772604568374,"Troy Johnston",26143,687859
"Kyle Tucker","LAD",70,300,6,43,39,6,0.123333333,0.203333333,0.147286822,0.288659793,0.240310077,0.336666666,0.387596899,0.32401025215784707,0.32494295756022135,105.50055151948247,0.8598852204158902,2.8046022293057433,-5.458846092224121,0.7139293823025082,"Kyle Tucker",18345,663656
"Jake McCarthy","COL",59,202,4,23,27,11,0.05940594,0.198019801,0.158469945,0.345070422,0.289617486,0.331658291,0.448087431,0.33876207036588657,0.31237031955911654,101.32629299989688,0.9358526170253754,1.251585465752858,-0.8357881307601929,0.705242166339796,"Jake McCarthy",21622,664983
"Jarren Duran","BOS",65,289,12,35,37,11,0.062283737,0.294117647,0.184210526,0.263157894,0.214285714,0.269896193,0.39849624,0.2924862029643207,0.29573870038652755,78.59153435785308,2.748011059127748,-4.5716378568000815,1.1988184452056885,0.7040428303413022,"Jarren Duran",24617,680776
"Jakob Marsee","MIA",72,297,3,37,17,17,0.134680134,0.235690235,0.096774193,0.267045454,0.201612903,0.327702702,0.298387096,0.29337693448807745,0.3045221612527709,82.75072052590339,0.3807652611285448,-5.656723415216243,2.940113604068756,0.6977284989573861,"Jakob Marsee",31370,805300
"Brooks Lee","MIN",71,278,11,31,39,3,0.068345323,0.161870503,0.176470588,0.25,0.239215686,0.29602888,0.415686274,0.3125311355728535,0.2772713946951856,95.63153248352252,-0.17890553548932076,-1.6156541016268469,-1.4490306377410889,0.6955663274643458,"Brooks Lee",31595,686797
"Luke Raley","SEA",66,210,14,24,35,1,0.052380952,0.319047619,0.261780105,0.29090909,0.240837696,0.302884615,0.502617801,0.346797115560891,0.358546197126453,126.16658844315754,0.4708595806732774,6.971756267772067,-7.684930801391602,0.6886917524626385,"Luke Raley",19354,670042
"Leody Taveras","BAL",62,220,2,26,28,8,0.104545454,0.222727272,0.111702128,0.333333333,0.255319148,0.338028169,0.367021276,0.31726405234404015,0.30100646108951207,101.0394055768719,1.7338711563497782,2.004400631080096,-3.228442281484604,0.672880044332319,"Leody Taveras",18900,665750
"Gavin Sheets","SDP",66,236,11,27,30,3,0.105932203,0.228813559,0.220095694,0.25,0.224880382,0.313559322,0.444976076,0.3333638007357969,0.32594383369057867,115.12508031024669,0.6763544697314501,4.883026108197308,-5.890092134475708,0.6717943333409581,"Gavin Sheets",19901,657757
"J.T. Realmuto","PHI",50,185,5,16,17,3,0.075675675,0.2,0.115151515,0.233870967,0.206060606,0.286486486,0.321212121,0.2766807146974512,0.32144461966849663,71.09398928153527,0.3741295477375388,-5.928021514318348,6.335155963897705,0.6485736661594768,"J.T. Realmuto",11739,592663
"Matt McLain","CIN",69,271,8,31,25,11,0.121771217,0.243542435,0.153846153,0.25,0.205128205,0.311111111,0.358974358,0.3038416701334494,0.3300548097980556,86.32999748757285,-0.6613569408655167,-5.0271867964118435,2.432422697544098,0.6248279642946709,"Matt McLain",29695,680574
"Joc Pederson","TEX",68,218,9,27,25,0,0.128440366,0.197247706,0.207650273,0.268656716,0.245901639,0.350230414,0.453551912,0.3512390551191789,0.3529820265593352,124.08032895492924,-0.6222213869914412,5.58826729687895,-7.474945366382599,0.5980925648032289,"Joc Pederson",11899,592626
"Carlos Cortes","ATH",59,198,6,17,21,1,0.106060606,0.111111111,0.167630057,0.301369863,0.289017341,0.373737373,0.456647398,0.36702683327173946,0.36524384327423876,130.5987376644216,-1.1989448573440313,5.9686849406518006,-7.549363613128662,0.556767910306982,"Carlos Cortes",21842,666126
"Carson Kelly","CHC",54,189,3,21,19,0,0.089947089,0.169312169,0.088757396,0.320895522,0.272189349,0.349206349,0.360946745,0.3225712501813495,0.3189162400664476,105.80886431099297,-0.6940803891047835,0.5997637333224151,-1.8299217224121094,0.4948259776825912,"Carson Kelly",13620,608348
"Nathan Church","STL",53,185,5,20,19,4,0.048648648,0.227027027,0.13372093,0.307086614,0.255813953,0.297297297,0.389534883,0.30225056506492,0.290995809194204,92.30882169902921,0.5171460900455713,-1.1597012608398902,-0.08989608287811279,0.4797186909477875,"Nathan Church",31357,701675
"Corey Seager","TEX",47,204,9,25,24,1,0.112745098,0.264705882,0.186440678,0.206896551,0.186440677,0.284313725,0.372881355,0.28916786684848295,0.335561204664778,81.91446104393503,-0.985586560331285,-5.350428168864319,2.5896516144275665,0.4582453960407307,"Corey Seager",13624,608369
"Kyle Isbel","KCR",56,183,3,16,11,5,0.054644808,0.224043715,0.109756097,0.305785123,0.243902439,0.297752808,0.353658536,0.29089145948377887,0.2754241857635841,78.68243656291494,1.7315000239759684,-2.883753042734872,0.8137581273913383,0.45251233621722914,"Kyle Isbel",21614,664728
"Nasim Nuñez","WSN",68,237,0,30,23,26,0.109704641,0.219409282,0.044334975,0.289473684,0.216748768,0.307359307,0.261083743,0.2663798670232038,0.2735487092530363,65.7082681962154,4.3889196226373315,-5.1889007022621705,1.880704641342163,0.4405434550254421,"Nasim Nunez",25979,683083
"Ryan O'Hearn","PIT",59,240,10,32,35,1,0.083333333,0.225,0.171296296,0.331168831,0.282407407,0.345833333,0.453703703,0.3496918304195963,0.3258040679548575,120.60909574928134,-2.3183328649029136,3.5107348421459017,-6.968084335327148,0.4351861719286656,"Ryan O'Hearn",16442,656811
"Jose Altuve","HOU",52,222,7,32,16,1,0.099099099,0.22072072,0.157360406,0.274647887,0.233502538,0.312217194,0.390862944,0.31118872246958995,0.2992819509198589,96.04708250103815,-0.4837419958785176,-1.5219337867794307,-2.3918301165103912,0.4059933658904292,"Jose Altuve",5417,514888
"Ryan McMahon","NYY",65,192,7,18,22,3,0.078125,0.307291666,0.142045455,0.272727272,0.210227272,0.272251308,0.352272727,0.2787400896012471,0.2927544706611223,74.55474050528193,-0.0781361935660243,-5.85796504706696,2.9224929809570312,0.3969329733332356,"Ryan McMahon",15112,641857
"Ildemaro Vargas","ARI",63,243,7,32,37,1,0.041152263,0.094650205,0.149122807,0.266331658,0.263157894,0.298755186,0.412280701,0.3081166774159196,0.30956596664235564,93.16101945064462,0.40022680535912514,-1.558286666982677,-2.3843919038772583,0.39556569034472844,"Ildemaro Vargas",13324,545121
"Chandler Simpson","TBR",68,270,0,32,14,14,0.051851851,0.111111111,0.047808765,0.295964125,0.262948207,0.299625468,0.310756972,0.27392116825232343,0.2517936850493809,69.27946564239524,1.989970363676548,-7.822975333335169,2.0897133350372314,0.3945786209781178,"Chandler Simpson",31912,802415
"Jackson Merrill","SDP",69,289,7,31,28,11,0.079584775,0.238754325,0.13688213,0.251336898,0.205323193,0.271777003,0.342205323,0.2717239310866908,0.31380696363852056,73.09012009305597,2.859492993913591,-6.30563477088902,0.8376398086547852,0.39105384314386105,"Jackson Merrill",29490,701538
"Cal Raleigh","SEA",42,185,7,16,20,2,0.102702702,0.308108108,0.152439024,0.196078431,0.164634146,0.248648648,0.31707317,0.2546209560858237,0.29252867827544343,63.54997237293897,-0.5614233585074544,-8.539100494121978,5.7402307987213135,0.3854762628991339,"Cal Raleigh",21534,663728
"Colt Keith","DET",66,209,4,27,16,3,0.052631578,0.205741626,0.123076923,0.322147651,0.266666666,0.311004784,0.389743589,0.3096737519405675,0.3221125602722168,94.19543357701056,1.482879283837974,0.04764454643575666,-3.7219178676605225,0.3832693938738093,"Colt Keith",27899,690993
"Nolan Schanuel","LAA",58,237,4,21,25,0,0.071729957,0.160337552,0.112676057,0.289017341,0.253521126,0.320675105,0.366197183,0.3079586916834996,0.3161752757140856,92.10702799567426,-0.6133745647966862,-2.8264477404798374,-2.0947766304016113,0.3576966708896913,"Nolan Schanuel",33189,694384
"Luke Keaschall","MIN",69,277,2,33,24,10,0.090252707,0.158844765,0.081967213,0.288557213,0.245901639,0.324909747,0.327868852,0.2957751411890638,0.2892698253284801,84.24893992184937,2.4137712214142084,-2.747972317674166,-3.653299391269684,0.35187401599874313,"Luke Keaschall",33321,807712
"Jo Adell","LAA",74,310,10,35,41,3,0.029032258,0.229032258,0.14532872,0.304761904,0.256055363,0.3,0.401384083,0.3093857280669674,0.3361483982631138,93.07643472568678,0.2735364465042949,-2.265671979951048,-5.422402262687683,0.3403676772854775,"Jo Adell",20220,666176
"Jeremiah Jackson","BAL",58,182,7,20,29,1,0.021978021,0.203296703,0.16,0.285714285,0.257142857,0.274725274,0.417142857,0.29962255371795904,0.2938539494467045,89.05527700541188,-0.8430630378425121,-3.199647598459638,-0.01887306571006775,0.33182837449544245,"Jeremiah Jackson",22239,669236
"Jesús Sánchez","TOR",66,212,7,22,29,1,0.04245283,0.21226415,0.174358974,0.333333333,0.287179487,0.325471698,0.461538461,0.3393523902124703,0.3455309549967448,115.20728854635534,-1.014208346605301,2.799913062175814,-7.132893800735474,0.3270104287411808,"Jesus Sanchez",19913,660821
"Taylor Walls","TBR",54,188,0,23,16,10,0.117021276,0.255319148,0.063694268,0.309090909,0.216560509,0.318681318,0.280254777,0.2798581981396937,0.24360256195068358,73.31257705831872,1.4339234996587038,-4.501768443986018,0.9853891134262085,0.32322414481726164,"Taylor Walls",22458,670764
"Connor Norby","MIA",61,221,4,17,16,6,0.108597285,0.294117647,0.127659574,0.291666666,0.207446808,0.321266968,0.335106382,0.30172713687516983,0.2846127081354824,88.44509378050371,-0.1801812583580613,-3.1896346380368366,-0.7641177177429199,0.32224394815313545,"Connor Norby",29592,681393
"Carter Jensen","KCR",67,250,8,30,36,0,0.088,0.288,0.166666667,0.278911564,0.22072072,0.288,0.387387387,0.2948938141386193,0.2729321756670552,81.40129473867552,-0.15448870323598385,-5.655335967383167,-0.15657007694244385,0.3140509045830989,"Carter Jensen",29478,695600
"Kyle Manzardo","CLE",63,218,7,23,22,0,0.105504587,0.325688073,0.157068063,0.333333333,0.235602094,0.325688073,0.392670157,0.32120718622426375,0.3159525129530165,103.45934282551683,-1.3774769976735115,-0.4852877957854449,-4.312216859310865,0.30141958916271316,"Kyle Manzardo",29794,700932
"Luis García Jr.","WSN",68,236,9,29,45,2,0.033898305,0.152542372,0.198237886,0.278688524,0.26431718,0.288135593,0.462555066,0.3234583649594905,0.3258831040542013,104.63262679183106,-0.7030829079449177,0.5853690762465604,-5.2657830119133,0.2974047835700913,"Luis Garcia Jr.",20391,671277
"Ramón Laureano","SDP",53,206,7,23,21,7,0.097087378,0.31553398,0.17032967,0.267857142,0.203296703,0.286407766,0.373626373,0.2930749475377277,0.3123848183641156,87.65032491219345,0.5101911686360836,-2.4879472066195056,-1.4941295385360718,0.27013454590067676,"Ramon Laureano",17128,657656
"Mike Yastrzemski","ATL",66,200,3,26,18,1,0.095,0.235,0.11299435,0.299212598,0.231638418,0.32,0.344632768,0.30229956686496734,0.2883877182006836,89.70999493248569,0.31757849734276533,-2.1077719795418544,-1.76242995262146,0.2618478594067657,"Mike Yastrzemski",14854,573262
"Brice Matthews","HOU",62,185,6,18,18,2,0.064864864,0.313513513,0.146198831,0.277777777,0.210526315,0.260869565,0.356725146,0.2726058208424112,0.27674940765881145,69.83715195259141,-1.1258158944547176,-7.727442254654781,3.707484558224678,0.2610223319857013,"Brice Matthews",33280,694728
"Steven Kwan","CLE",65,275,1,30,13,3,0.127272727,0.101818181,0.047413793,0.234146341,0.211206896,0.317343173,0.258620689,0.27128574185901216,0.2963052528181326,69.5469740167983,-0.000738147646188736,-9.90837346645254,2.666397452354431,0.2589377639239218,"Steven Kwan",24610,680757
"Cedric Mullins","TBR",62,241,6,24,21,12,0.091286307,0.182572614,0.115942029,0.221518987,0.198067632,0.289361702,0.314009661,0.27627861778786844,0.26915158028210395,70.88091566279957,-0.254244371317327,-8.556605550031792,2.3950815200805664,0.2457871324675754,"Cedric Mullins",17929,656775
"Josh Naylor","SEA",68,296,8,27,32,13,0.077702702,0.128378378,0.118959107,0.267857142,0.252788104,0.315254237,0.371747211,0.3046999897159407,0.3231411826488508,97.5693938789174,-1.942840133793652,-2.7940039716372005,-6.101002395153046,0.16659792906430537,"Josh Naylor",18839,647304
"Victor Caratini","MIN",53,196,4,11,25,0,0.091836734,0.193877551,0.104294478,0.2421875,0.214723926,0.311224489,0.319018404,0.2871811724438959,0.33922035840092873,78.4109309995836,-1.960534643381834,-6.966603876190731,1.6102402210235596,0.16469688484450085,"Victor Caratini",14968,605170
"Manny Machado","SDP",70,291,12,32,35,1,0.099656357,0.223367697,0.178988327,0.179347826,0.175097276,0.255172413,0.354085603,0.2684108893351571,0.3062140941619873,70.83081002286295,-1.6040945621207356,-11.607463332082274,3.853387027978897,0.16461823987912116,"Manny Machado",11493,592518
"Spencer Torkelson","DET",72,279,12,27,29,0,0.11469534,0.336917562,0.20746888,0.277372262,0.207468879,0.308243727,0.414937759,0.3199472427368164,0.31558194606424234,101.17436644374216,-1.0598322488367558,-0.672204639881618,-8.031917333602905,0.12441753396300514,"Spencer Torkelson",27465,679529
"Adolis García","PHI",67,259,7,21,21,3,0.081081081,0.324324324,0.134199135,0.265734265,0.194805194,0.27027027,0.329004329,0.26921463242829075,0.29388701685607205,66.00253673711894,0.30613285186700523,-10.070947950276015,2.7044951915740967,0.09911689543114466,"Adolis Garcia",19287,666969
"George Springer","TOR",51,226,7,22,19,4,0.110619469,0.181415929,0.158974359,0.236486486,0.215384615,0.30941704,0.374358974,0.30682572709070727,0.31339346026091297,93.11144957519836,-0.02701602503657341,-1.8688189008880753,-5.509259223937988,0.06741109423833769,"George Springer",12856,543807
"Rafael Devers","SFG",73,309,9,33,33,0,0.077669902,0.300970873,0.177304964,0.313186813,0.234042553,0.294498381,0.411347517,0.30679468397985454,0.29147755472283615,95.65427657786677,-1.2814909871667624,-2.864011992882406,-6.461107581853867,0.06356376265714303,"Rafael Devers",17350,646240
"Kyle Stowers","MIA",50,210,5,21,22,1,0.09047619,0.304761904,0.151351352,0.29059829,0.21081081,0.296650717,0.362162162,0.2935056766638389,0.303853126672598,82.83851552396577,0.019506361335515976,-4.227697114187621,-1.9360039234161377,0.06090826876589178,"Kyle Stowers",26151,669065
"Trea Turner","PHI",71,313,7,41,21,14,0.063897763,0.22683706,0.109965636,0.261682242,0.216494845,0.268370607,0.326460481,0.26622702043277385,0.2778756626116963,63.96515164706504,2.5598072726279497,-10.732364882768797,1.0766143798828125,0.04299170216146686,"Trea Turner",16252,607208
"Coby Mayo","BAL",58,197,9,25,26,1,0.071065989,0.324873096,0.188888889,0.24074074,0.194444444,0.258883248,0.383333333,0.2825688801441096,0.2934959334165312,77.47046660712876,0.6893158731982112,-4.561481860497145,-2.245929852128029,0.020430917798737288,"Coby Mayo",28312,691723
"Austin Riley","ATL",72,290,8,31,34,4,0.086206896,0.286206896,0.143968871,0.261904761,0.20233463,0.286206896,0.346303501,0.28461041532713793,0.30152417879203613,77.6469781642583,0.7164980163797736,-6.92297078168813,-2.222824811935425,0.019491973979403637,"Austin Riley",18360,663586
